dist_code,month,sector,investment in cr,number_of_employees,Mmm,quarter,fiscal_year,district
21_7,2020-06-01,Agro based incl Cold Storages,0.13,0,Jun,Q1,2020,Jayashankar Bhupalpally
17_2,2020-06-01,Granite and Stone Crushing,6.1,55,Jun,Q1,2020,Sangareddy
17_2,2020-06-01,Others,22.333,435,Jun,Q1,2020,Sangareddy
17_2,2020-06-01,Agro based incl Cold Storages,0.24,15,Jun,Q1,2020,Sangareddy
17_2,2020-06-01,Engineering,0.4778,10,Jun,Q1,2020,Sangareddy
20_1,2020-06-01,Granite and Stone Crushing,6.6324,107,Jun,Q1,2020,Karimnagar
20_1,2020-06-01,Food Processing,0.13,10,Jun,Q1,2020,Karimnagar
21_7,2020-06-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.05,4,Jun,Q1,2020,Jayashankar Bhupalpally
20_1,2020-06-01,Engineering,0.1,4,Jun,Q1,2020,Karimnagar
20_1,2020-06-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.895,47,Jun,Q1,2020,Karimnagar
20_1,2020-06-01,Plastic and Rubber,0.19,6,Jun,Q1,2020,Karimnagar
17_2,2020-06-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.63,15,Jun,Q1,2020,Sangareddy
17_2,2020-06-01,Solar and Other Renewable Energy,0.24,343,Jun,Q1,2020,Sangareddy
17_2,2020-06-01,R&D,4.9,90,Jun,Q1,2020,Sangareddy
23_2,2020-06-01,Granite and Stone Crushing,2.65,40,Jun,Q1,2020,Suryapet
17_2,2020-06-01,Pharmaceuticals and Chemicals,5.262,61,Jun,Q1,2020,Sangareddy
17_2,2020-06-01,Electrical and Electronic Products,1.8986,20,Jun,Q1,2020,Sangareddy
23_2,2020-06-01,Food Processing,3.6271,10,Jun,Q1,2020,Suryapet
15_2,2020-07-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",2.29,20,Jul,Q2,2020,Medchal_Malkajgiri
20_4,2020-07-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.3325,14,Jul,Q2,2020,Peddapalli
15_2,2020-07-01,Engineering,5.3276,147,Jul,Q2,2020,Medchal_Malkajgiri
14_2,2020-07-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",4.4,0,Jul,Q2,2020,Jogulamba Gadwal
23_3,2020-07-01,Engineering,0.45,40,Jul,Q2,2020,Yadadri Bhuvanagiri
23_3,2020-07-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.5474,7,Jul,Q2,2020,Yadadri Bhuvanagiri
18_2,2020-07-01,Agro based incl Cold Storages,0.08,2,Jul,Q2,2020,Kamareddy
20_4,2020-07-01,Agro based incl Cold Storages,0.2,4,Jul,Q2,2020,Peddapalli
15_2,2020-07-01,Electrical and Electronic Products,2.1092,44,Jul,Q2,2020,Medchal_Malkajgiri
21_3,2020-07-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.65,12,Jul,Q2,2020,Jangoan
20_4,2020-07-01,Granite and Stone Crushing,0.7,12,Jul,Q2,2020,Peddapalli
23_3,2020-07-01,Agro based incl Cold Storages,0.34,8,Jul,Q2,2020,Yadadri Bhuvanagiri
21_3,2020-07-01,Beverages,0.045,2,Jul,Q2,2020,Jangoan
20_2,2020-07-01,Textiles,0.2325,12,Jul,Q2,2020,Jagtial
20_2,2020-07-01,Engineering,0.4033,18,Jul,Q2,2020,Jagtial
20_2,2020-07-01,Beverages,0.497,18,Jul,Q2,2020,Jagtial
19_1,2020-07-01,Textiles,0.1,50,Jul,Q2,2020,Adilabad
19_1,2020-07-01,Granite and Stone Crushing,0.1,9,Jul,Q2,2020,Adilabad
19_1,2020-07-01,Food Processing,0.014,1,Jul,Q2,2020,Adilabad
19_1,2020-07-01,Beverages,0.09,2,Jul,Q2,2020,Adilabad
20_2,2020-07-01,Agro based incl Cold Storages,1.0465,37,Jul,Q2,2020,Jagtial
23_1,2020-07-01,Agro based incl Cold Storages,0.75,23,Jul,Q2,2020,Nalgonda
14_1,2020-07-01,Agro based incl Cold Storages,11.9338,32,Jul,Q2,2020,Mahabubnagar
14_1,2020-07-01,Food Processing,0.41,9,Jul,Q2,2020,Mahabubnagar
14_3,2020-07-01,Agro based incl Cold Storages,1.7812,96,Jul,Q2,2020,Nagarkurnool
20_2,2020-07-01,Food Processing,0.5125,25,Jul,Q2,2020,Jagtial
19_3,2020-07-01,Granite and Stone Crushing,0.2,15,Jul,Q2,2020,Mancherial
19_3,2020-07-01,Plastic and Rubber,1.8,44,Jul,Q2,2020,Mancherial
17_3,2020-07-01,Engineering,0.5806,6,Jul,Q2,2020,Siddipet
17_3,2020-07-01,Food Processing,1.49,9,Jul,Q2,2020,Siddipet
17_3,2020-07-01,Textiles,1.485,15,Jul,Q2,2020,Siddipet
14_4,2020-07-01,Food Processing,4.23,44,Jul,Q2,2020,Wanaparthy
22_2,2020-07-01,Electrical and Electronic Products,0.05,0,Jul,Q2,2020,Bhadradri Kothagudem
22_2,2020-07-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.245,16,Jul,Q2,2020,Bhadradri Kothagudem
21_5,2020-07-01,Agro based incl Cold Storages,0.216,10,Jul,Q2,2020,Mahabubabad
22_2,2020-07-01,Agro based incl Cold Storages,0.1,2,Jul,Q2,2020,Bhadradri Kothagudem
21_5,2020-07-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.253,18,Jul,Q2,2020,Mahabubabad
21_5,2020-07-01,Engineering,0.041,3,Jul,Q2,2020,Mahabubabad
21_5,2020-07-01,Textiles,0.046,3,Jul,Q2,2020,Mahabubabad
21_5,2020-07-01,Wood and Leather,0.041,3,Jul,Q2,2020,Mahabubabad
20_1,2020-07-01,Granite and Stone Crushing,3.8688,110,Jul,Q2,2020,Karimnagar
15_2,2020-07-01,Agro based incl Cold Storages,5.02,90,Jul,Q2,2020,Medchal_Malkajgiri
20_1,2020-07-01,Food Processing,0.768,34,Jul,Q2,2020,Karimnagar
19_2,2020-07-01,Granite and Stone Crushing,0.19,10,Jul,Q2,2020,Nirmal
19_2,2020-07-01,Engineering,3.1968,15,Jul,Q2,2020,Nirmal
20_1,2020-07-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.7275,38,Jul,Q2,2020,Karimnagar
20_1,2020-07-01,Agro based incl Cold Storages,0.38,18,Jul,Q2,2020,Karimnagar
23_3,2020-07-01,Plastic and Rubber,0.35,4,Jul,Q2,2020,Yadadri Bhuvanagiri
23_3,2020-07-01,Pharmaceuticals and Chemicals,600.75,1000,Jul,Q2,2020,Yadadri Bhuvanagiri
19_3,2020-07-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.6,24,Jul,Q2,2020,Mancherial
19_3,2020-07-01,Engineering,0.038,2,Jul,Q2,2020,Mancherial
19_2,2020-07-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1,8,Jul,Q2,2020,Nirmal
23_3,2020-07-01,Others,1.0,50,Jul,Q2,2020,Yadadri Bhuvanagiri
23_3,2020-07-01,Food Processing,5.6373,156,Jul,Q2,2020,Yadadri Bhuvanagiri
19_3,2020-07-01,Food Processing,0.5855,5,Jul,Q2,2020,Mancherial
14_1,2020-07-01,Paper and Printing,0.25,10,Jul,Q2,2020,Mahabubnagar
20_1,2020-07-01,Engineering,0.175,10,Jul,Q2,2020,Karimnagar
21_2,2020-07-01,Agro based incl Cold Storages,2.4,13,Jul,Q2,2020,Warangal
20_2,2020-07-01,Wood and Leather,0.06,2,Jul,Q2,2020,Jagtial
21_2,2020-07-01,Food Processing,0.9,18,Jul,Q2,2020,Warangal
22_1,2020-07-01,Granite and Stone Crushing,1.6094,12,Jul,Q2,2020,Khammam
15_1,2020-07-01,Textiles,0.25,5,Jul,Q2,2020,Rangareddy
17_1,2020-07-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.19,15,Jul,Q2,2020,Medak
17_1,2020-07-01,R&D,0.35,5,Jul,Q2,2020,Medak
20_3,2020-07-01,Others,0.1825,12,Jul,Q2,2020,Rajanna Sircilla
17_2,2020-07-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",3.15,47,Jul,Q2,2020,Sangareddy
22_1,2020-07-01,Food Processing,1.045,6,Jul,Q2,2020,Khammam
21_2,2020-07-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.41,6,Jul,Q2,2020,Warangal
15_3,2020-07-01,Textiles,4.485,21,Jul,Q2,2020,Vikarabad
23_1,2020-07-01,Plastic and Rubber,30.11,40,Jul,Q2,2020,Nalgonda
23_1,2020-07-01,Pharmaceuticals and Chemicals,61.3768,100,Jul,Q2,2020,Nalgonda
23_1,2020-07-01,Paper and Printing,1.0,15,Jul,Q2,2020,Nalgonda
15_2,2020-07-01,Others,275.0,150,Jul,Q2,2020,Medchal_Malkajgiri
15_2,2020-07-01,Paper and Printing,0.445,14,Jul,Q2,2020,Medchal_Malkajgiri
23_1,2020-07-01,Textiles,0.25,10,Jul,Q2,2020,Nalgonda
15_3,2020-07-01,Plastic and Rubber,0.2386,5,Jul,Q2,2020,Vikarabad
15_1,2020-07-01,"Real Estate,Industrial Parks and IT Buildings",149.0,27000,Jul,Q2,2020,Rangareddy
15_1,2020-07-01,Pharmaceuticals and Chemicals,0.24,50,Jul,Q2,2020,Rangareddy
21_3,2020-07-01,Engineering,0.144,4,Jul,Q2,2020,Jangoan
17_2,2020-07-01,Agro based incl Cold Storages,4.1,15,Jul,Q2,2020,Sangareddy
21_7,2020-07-01,Engineering,0.013,2,Jul,Q2,2020,Jayashankar Bhupalpally
21_7,2020-07-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.05,4,Jul,Q2,2020,Jayashankar Bhupalpally
20_3,2020-07-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.7775,40,Jul,Q2,2020,Rajanna Sircilla
23_2,2020-07-01,Granite and Stone Crushing,1.3413,12,Jul,Q2,2020,Suryapet
22_1,2020-07-01,Agro based incl Cold Storages,0.21,8,Jul,Q2,2020,Khammam
15_1,2020-07-01,Agro based incl Cold Storages,1.05,0,Jul,Q2,2020,Rangareddy
15_1,2020-07-01,Engineering,13.1183,156,Jul,Q2,2020,Rangareddy
15_1,2020-07-01,Food Processing,0.05,8,Jul,Q2,2020,Rangareddy
15_1,2020-07-01,Granite and Stone Crushing,0.49,28,Jul,Q2,2020,Rangareddy
20_3,2020-07-01,Engineering,0.63,32,Jul,Q2,2020,Rajanna Sircilla
20_3,2020-07-01,Food Processing,0.7775,37,Jul,Q2,2020,Rajanna Sircilla
15_1,2020-07-01,Others,1.8898,0,Jul,Q2,2020,Rangareddy
15_1,2020-07-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",2.18,75,Jul,Q2,2020,Rangareddy
15_3,2020-07-01,Food Processing,0.5,20,Jul,Q2,2020,Vikarabad
15_2,2020-07-01,Food Processing,63.159,175,Jul,Q2,2020,Medchal_Malkajgiri
19_4,2020-07-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.01,55,Jul,Q2,2020,Kumurambheem Asifabad
18_1,2020-07-01,Engineering,0.09,8,Jul,Q2,2020,Nizamabad
20_3,2020-07-01,Agro based incl Cold Storages,1.769,98,Jul,Q2,2020,Rajanna Sircilla
18_1,2020-07-01,Agro based incl Cold Storages,0.4612,4,Jul,Q2,2020,Nizamabad
17_2,2020-07-01,Others,16.479,40,Jul,Q2,2020,Sangareddy
17_2,2020-07-01,Pharmaceuticals and Chemicals,0.5,15,Jul,Q2,2020,Sangareddy
17_2,2020-07-01,Plastic and Rubber,0.715,20,Jul,Q2,2020,Sangareddy
17_2,2020-07-01,Textiles,4.1807,40,Jul,Q2,2020,Sangareddy
19_4,2020-07-01,Food Processing,0.06,5,Jul,Q2,2020,Kumurambheem Asifabad
15_3,2020-07-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.05,6,Jul,Q2,2020,Vikarabad
20_3,2020-07-01,Textiles,0.1,8,Jul,Q2,2020,Rajanna Sircilla
21_2,2020-07-01,Textiles,5.7,120,Jul,Q2,2020,Warangal
21_2,2020-07-01,Granite and Stone Crushing,0.5,25,Jul,Q2,2020,Warangal
23_1,2020-07-01,Food Processing,0.7309,16,Jul,Q2,2020,Nalgonda
23_1,2020-07-01,Engineering,0.63,8,Jul,Q2,2020,Nalgonda
14_1,2020-07-01,Plastic and Rubber,0.5,20,Jul,Q2,2020,Mahabubnagar
18_2,2020-07-01,Food Processing,0.01,1,Jul,Q2,2020,Kamareddy
14_1,2020-07-01,Pharmaceuticals and Chemicals,21.3417,145,Jul,Q2,2020,Mahabubnagar
18_1,2020-07-01,Food Processing,6.2815,64,Jul,Q2,2020,Nizamabad
17_2,2020-07-01,Food Processing,1.2968,20,Jul,Q2,2020,Sangareddy
21_3,2020-07-01,Granite and Stone Crushing,0.135,12,Jul,Q2,2020,Jangoan
17_2,2020-07-01,Engineering,2.933,32,Jul,Q2,2020,Sangareddy
17_2,2020-07-01,Electrical and Electronic Products,9.1,200,Jul,Q2,2020,Sangareddy
15_2,2020-07-01,Plastic and Rubber,2.6889,45,Jul,Q2,2020,Medchal_Malkajgiri
15_2,2020-07-01,Pharmaceuticals and Chemicals,46.12,113,Jul,Q2,2020,Medchal_Malkajgiri
15_2,2020-07-01,R&D,2.0,10,Jul,Q2,2020,Medchal_Malkajgiri
15_3,2020-07-01,Beverages,0.25,155,Jul,Q2,2020,Vikarabad
23_1,2020-08-01,Agro based incl Cold Storages,1.278,21,Aug,Q2,2020,Nalgonda
23_3,2020-08-01,Food Processing,0.4891,15,Aug,Q2,2020,Yadadri Bhuvanagiri
17_2,2020-08-01,Textiles,0.84,20,Aug,Q2,2020,Sangareddy
17_2,2020-08-01,R&D,1.24,70,Aug,Q2,2020,Sangareddy
17_2,2020-08-01,Plastic and Rubber,30.0,80,Aug,Q2,2020,Sangareddy
23_3,2020-08-01,Engineering,3.0305,37,Aug,Q2,2020,Yadadri Bhuvanagiri
23_3,2020-08-01,Electrical and Electronic Products,4.268,65,Aug,Q2,2020,Yadadri Bhuvanagiri
23_1,2020-08-01,Food Processing,0.099,5,Aug,Q2,2020,Nalgonda
18_1,2020-08-01,Engineering,0.055,3,Aug,Q2,2020,Nizamabad
18_1,2020-08-01,Food Processing,1.724,30,Aug,Q2,2020,Nizamabad
17_2,2020-08-01,Others,2.8715,6,Aug,Q2,2020,Sangareddy
23_3,2020-08-01,Paper and Printing,0.45,8,Aug,Q2,2020,Yadadri Bhuvanagiri
15_2,2020-08-01,Electrical and Electronic Products,0.15,5,Aug,Q2,2020,Medchal_Malkajgiri
15_2,2020-08-01,Engineering,22.4334,258,Aug,Q2,2020,Medchal_Malkajgiri
17_2,2020-08-01,Food Processing,4.0,40,Aug,Q2,2020,Sangareddy
17_2,2020-08-01,Engineering,26.1798,252,Aug,Q2,2020,Sangareddy
17_2,2020-08-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.4,15,Aug,Q2,2020,Sangareddy
14_1,2020-08-01,Food Processing,4.048,30,Aug,Q2,2020,Mahabubnagar
14_1,2020-08-01,Engineering,2.3445,68,Aug,Q2,2020,Mahabubnagar
14_1,2020-08-01,Agro based incl Cold Storages,2.28,10,Aug,Q2,2020,Mahabubnagar
17_3,2020-08-01,Food Processing,7.6632,154,Aug,Q2,2020,Siddipet
17_3,2020-08-01,Pharmaceuticals and Chemicals,25.7,45,Aug,Q2,2020,Siddipet
17_2,2020-08-01,Paper and Printing,6.6998,145,Aug,Q2,2020,Sangareddy
21_2,2020-08-01,Textiles,1.62,40,Aug,Q2,2020,Warangal
21_2,2020-08-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.42,8,Aug,Q2,2020,Warangal
21_2,2020-08-01,Engineering,0.21,20,Aug,Q2,2020,Warangal
18_2,2020-08-01,Engineering,0.02,2,Aug,Q2,2020,Kamareddy
15_2,2020-08-01,Agro based incl Cold Storages,27.36,311,Aug,Q2,2020,Medchal_Malkajgiri
14_3,2020-08-01,Textiles,5.132,18,Aug,Q2,2020,Nagarkurnool
18_2,2020-08-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1,6,Aug,Q2,2020,Kamareddy
23_2,2020-08-01,Granite and Stone Crushing,0.463,10,Aug,Q2,2020,Suryapet
15_2,2020-08-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.9446,30,Aug,Q2,2020,Medchal_Malkajgiri
18_2,2020-08-01,Food Processing,0.02,3,Aug,Q2,2020,Kamareddy
21_2,2020-08-01,Agro based incl Cold Storages,0.38,10,Aug,Q2,2020,Warangal
23_2,2020-08-01,Pharmaceuticals and Chemicals,0.45,9,Aug,Q2,2020,Suryapet
15_2,2020-08-01,Pharmaceuticals and Chemicals,410.6842,1277,Aug,Q2,2020,Medchal_Malkajgiri
21_2,2020-08-01,Food Processing,0.06,2,Aug,Q2,2020,Warangal
15_2,2020-08-01,Paper and Printing,0.25,5,Aug,Q2,2020,Medchal_Malkajgiri
19_2,2020-08-01,Food Processing,4.2895,51,Aug,Q2,2020,Nirmal
18_1,2020-08-01,Agro based incl Cold Storages,0.17,6,Aug,Q2,2020,Nizamabad
18_2,2020-08-01,Agro based incl Cold Storages,0.25,22,Aug,Q2,2020,Kamareddy
19_2,2020-08-01,Engineering,0.09,3,Aug,Q2,2020,Nirmal
14_2,2020-08-01,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.6,5,Aug,Q2,2020,Jogulamba Gadwal
19_2,2020-08-01,Beverages,0.04,2,Aug,Q2,2020,Nirmal
18_1,2020-08-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1,8,Aug,Q2,2020,Nizamabad
23_1,2020-08-01,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",4.86,20,Aug,Q2,2020,Nalgonda
23_3,2020-08-01,Pharmaceuticals and Chemicals,13.15,187,Aug,Q2,2020,Yadadri Bhuvanagiri
15_2,2020-08-01,Plastic and Rubber,1.7495,90,Aug,Q2,2020,Medchal_Malkajgiri
18_2,2020-08-01,Wood and Leather,0.16,12,Aug,Q2,2020,Kamareddy
15_2,2020-08-01,Food Processing,2.44,89,Aug,Q2,2020,Medchal_Malkajgiri
20_3,2020-08-01,Food Processing,2.0216,85,Aug,Q2,2020,Rajanna Sircilla
14_4,2020-08-01,Food Processing,4.0,20,Aug,Q2,2020,Wanaparthy
20_1,2020-08-01,Engineering,0.2325,10,Aug,Q2,2020,Karimnagar
20_1,2020-08-01,Food Processing,0.898,60,Aug,Q2,2020,Karimnagar
15_1,2020-08-01,Textiles,2.7,51,Aug,Q2,2020,Rangareddy
20_3,2020-08-01,Granite and Stone Crushing,0.25,15,Aug,Q2,2020,Rajanna Sircilla
21_3,2020-08-01,Pharmaceuticals and Chemicals,0.08,5,Aug,Q2,2020,Jangoan
15_1,2020-08-01,Solar and Other Renewable Energy,19.87,60,Aug,Q2,2020,Rangareddy
20_1,2020-08-01,Granite and Stone Crushing,2.902,90,Aug,Q2,2020,Karimnagar
22_1,2020-08-01,Wood and Leather,1.2,15,Aug,Q2,2020,Khammam
15_1,2020-08-01,Plastic and Rubber,2.436,90,Aug,Q2,2020,Rangareddy
21_5,2020-08-01,Agro based incl Cold Storages,0.06,5,Aug,Q2,2020,Mahabubabad
15_1,2020-08-01,Pharmaceuticals and Chemicals,0.15,5,Aug,Q2,2020,Rangareddy
21_5,2020-08-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.036,5,Aug,Q2,2020,Mahabubabad
21_5,2020-08-01,Wood and Leather,0.052,7,Aug,Q2,2020,Mahabubabad
20_3,2020-08-01,Paper and Printing,0.235,15,Aug,Q2,2020,Rajanna Sircilla
20_2,2020-08-01,Wood and Leather,0.25,4,Aug,Q2,2020,Jagtial
20_3,2020-08-01,Textiles,0.735,18,Aug,Q2,2020,Rajanna Sircilla
15_1,2020-08-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.1,20,Aug,Q2,2020,Rangareddy
15_1,2020-08-01,Beverages,0.4113,6,Aug,Q2,2020,Rangareddy
21_3,2020-08-01,Granite and Stone Crushing,2.35,31,Aug,Q2,2020,Jangoan
21_3,2020-08-01,Food Processing,0.03,2,Aug,Q2,2020,Jangoan
21_3,2020-08-01,Engineering,0.15,3,Aug,Q2,2020,Jangoan
20_4,2020-08-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.6325,26,Aug,Q2,2020,Peddapalli
20_4,2020-08-01,Engineering,0.32,6,Aug,Q2,2020,Peddapalli
20_4,2020-08-01,Food Processing,0.7463,20,Aug,Q2,2020,Peddapalli
15_3,2020-08-01,Food Processing,2.6654,30,Aug,Q2,2020,Vikarabad
20_3,2020-08-01,Wood and Leather,0.1525,10,Aug,Q2,2020,Rajanna Sircilla
15_3,2020-08-01,Pharmaceuticals and Chemicals,3.53,30,Aug,Q2,2020,Vikarabad
20_4,2020-08-01,Agro based incl Cold Storages,0.4305,9,Aug,Q2,2020,Peddapalli
19_4,2020-08-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.17,10,Aug,Q2,2020,Kumurambheem Asifabad
21_3,2020-08-01,Beverages,0.0225,1,Aug,Q2,2020,Jangoan
15_1,2020-08-01,Granite and Stone Crushing,0.5,14,Aug,Q2,2020,Rangareddy
20_2,2020-08-01,Plastic and Rubber,0.14,4,Aug,Q2,2020,Jagtial
22_1,2020-08-01,Agro based incl Cold Storages,1.14,18,Aug,Q2,2020,Khammam
20_2,2020-08-01,Food Processing,0.4,6,Aug,Q2,2020,Jagtial
17_1,2020-08-01,Food Processing,10.315,35,Aug,Q2,2020,Medak
17_1,2020-08-01,Others,8.4192,65,Aug,Q2,2020,Medak
21_7,2020-08-01,Agro based incl Cold Storages,0.65,4,Aug,Q2,2020,Jayashankar Bhupalpally
17_1,2020-08-01,Pharmaceuticals and Chemicals,5.5,23,Aug,Q2,2020,Medak
22_1,2020-08-01,Food Processing,1.9579,22,Aug,Q2,2020,Khammam
19_3,2020-08-01,Engineering,0.03,2,Aug,Q2,2020,Mancherial
20_2,2020-08-01,Paper and Printing,0.15,2,Aug,Q2,2020,Jagtial
19_3,2020-08-01,Electrical and Electronic Products,0.1,10,Aug,Q2,2020,Mancherial
22_1,2020-08-01,Granite and Stone Crushing,5.76,32,Aug,Q2,2020,Khammam
21_6,2020-08-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.0794,4,Aug,Q2,2020,Mulugu
21_6,2020-08-01,Food Processing,0.011,10,Aug,Q2,2020,Mulugu
20_3,2020-08-01,Agro based incl Cold Storages,1.0305,59,Aug,Q2,2020,Rajanna Sircilla
20_3,2020-08-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.145,12,Aug,Q2,2020,Rajanna Sircilla
20_3,2020-08-01,Engineering,0.1325,8,Aug,Q2,2020,Rajanna Sircilla
19_3,2020-08-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.4,28,Aug,Q2,2020,Mancherial
22_1,2020-08-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.6855,29,Aug,Q2,2020,Khammam
17_1,2020-08-01,Engineering,150.0,400,Aug,Q2,2020,Medak
22_1,2020-08-01,Beverages,0.07,2,Aug,Q2,2020,Khammam
20_2,2020-08-01,Engineering,0.19,4,Aug,Q2,2020,Jagtial
20_2,2020-08-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,8,Aug,Q2,2020,Jagtial
20_2,2020-08-01,Beverages,0.18,4,Aug,Q2,2020,Jagtial
22_2,2020-08-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.13,6,Aug,Q2,2020,Bhadradri Kothagudem
20_1,2020-08-01,Agro based incl Cold Storages,0.7883,41,Aug,Q2,2020,Karimnagar
15_1,2020-08-01,Wood and Leather,1.71,20,Aug,Q2,2020,Rangareddy
20_2,2020-08-01,Agro based incl Cold Storages,0.8975,28,Aug,Q2,2020,Jagtial
22_2,2020-08-01,Textiles,3.09,60,Aug,Q2,2020,Bhadradri Kothagudem
17_3,2020-08-01,R&D,2.2754,42,Aug,Q2,2020,Siddipet
19_3,2020-08-01,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.1,5,Aug,Q2,2020,Mancherial
22_2,2020-08-01,Food Processing,0.04,1,Aug,Q2,2020,Bhadradri Kothagudem
23_1,2020-09-01,Food Processing,6.575,42,Sep,Q2,2020,Nalgonda
23_1,2020-09-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.237,8,Sep,Q2,2020,Nalgonda
21_2,2020-09-01,Paper and Printing,0.2,35,Sep,Q2,2020,Warangal
21_2,2020-09-01,Pharmaceuticals and Chemicals,0.11,4,Sep,Q2,2020,Warangal
21_2,2020-09-01,Food Processing,1.7,9,Sep,Q2,2020,Warangal
21_2,2020-09-01,Granite and Stone Crushing,10.4684,75,Sep,Q2,2020,Warangal
23_1,2020-09-01,Pharmaceuticals and Chemicals,45.0,1000,Sep,Q2,2020,Nalgonda
22_1,2020-09-01,R&D,1.2,12,Sep,Q2,2020,Khammam
21_2,2020-09-01,Electrical and Electronic Products,6.316,106,Sep,Q2,2020,Warangal
21_2,2020-09-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.695,31,Sep,Q2,2020,Warangal
17_3,2020-09-01,Food Processing,2.327,23,Sep,Q2,2020,Siddipet
23_1,2020-09-01,Agro based incl Cold Storages,0.15,4,Sep,Q2,2020,Nalgonda
17_3,2020-09-01,Agro based incl Cold Storages,0.24,5,Sep,Q2,2020,Siddipet
15_2,2020-09-01,R&D,1.2,10,Sep,Q2,2020,Medchal_Malkajgiri
15_2,2020-09-01,Plastic and Rubber,4.7,56,Sep,Q2,2020,Medchal_Malkajgiri
21_2,2020-09-01,Agro based incl Cold Storages,2.8582,22,Sep,Q2,2020,Warangal
15_2,2020-09-01,Pharmaceuticals and Chemicals,1.47,40,Sep,Q2,2020,Medchal_Malkajgiri
20_3,2020-09-01,Agro based incl Cold Storages,0.8031,42,Sep,Q2,2020,Rajanna Sircilla
20_3,2020-09-01,Engineering,0.295,16,Sep,Q2,2020,Rajanna Sircilla
20_3,2020-09-01,Food Processing,1.255,34,Sep,Q2,2020,Rajanna Sircilla
20_3,2020-09-01,Paper and Printing,0.16,10,Sep,Q2,2020,Rajanna Sircilla
15_2,2020-09-01,Paper and Printing,0.12,6,Sep,Q2,2020,Medchal_Malkajgiri
21_2,2020-09-01,Engineering,0.4178,5,Sep,Q2,2020,Warangal
21_2,2020-09-01,Plastic and Rubber,0.25,10,Sep,Q2,2020,Warangal
20_4,2020-09-01,Pharmaceuticals and Chemicals,0.1,12,Sep,Q2,2020,Peddapalli
15_1,2020-09-01,Textiles,518.3263,600,Sep,Q2,2020,Rangareddy
21_5,2020-09-01,Beverages,0.051,5,Sep,Q2,2020,Mahabubabad
14_1,2020-09-01,Wood and Leather,0.7499,9,Sep,Q2,2020,Mahabubnagar
14_1,2020-09-01,R&D,3.625,50,Sep,Q2,2020,Mahabubnagar
21_5,2020-09-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.111,5,Sep,Q2,2020,Mahabubabad
21_5,2020-09-01,Engineering,0.161,14,Sep,Q2,2020,Mahabubabad
21_5,2020-09-01,Food Processing,6.197,33,Sep,Q2,2020,Mahabubabad
20_1,2020-09-01,Wood and Leather,0.1075,10,Sep,Q2,2020,Karimnagar
20_1,2020-09-01,Textiles,0.1,25,Sep,Q2,2020,Karimnagar
20_1,2020-09-01,Granite and Stone Crushing,1.1252,37,Sep,Q2,2020,Karimnagar
20_1,2020-09-01,Food Processing,0.13,6,Sep,Q2,2020,Karimnagar
20_1,2020-09-01,Engineering,0.225,16,Sep,Q2,2020,Karimnagar
