dist_code,month,sector,investment in cr,number_of_employees,Mmm,quarter,fiscal_year,district
17_2,2019-06-01,Wood and Leather,1.1,50,Jun,Q1,2019,Sangareddy
21_2,2019-06-01,Agro based incl Cold Storages,0.855,21,Jun,Q1,2019,Warangal
17_2,2019-06-01,Plastic and Rubber,4.04,445,Jun,Q1,2019,Sangareddy
18_2,2019-06-01,Agro based incl Cold Storages,0.18,6,Jun,Q1,2019,Kamareddy
17_2,2019-06-01,R&D,159.191,904,Jun,Q1,2019,Sangareddy
17_3,2019-06-01,Agro based incl Cold Storages,0.25,3,Jun,Q1,2019,Siddipet
17_3,2019-06-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.42,20,Jun,Q1,2019,Siddipet
20_1,2019-06-01,Wood and Leather,0.245,6,Jun,Q1,2019,Karimnagar
19_4,2019-06-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1,6,Jun,Q1,2019,Kumurambheem Asifabad
14_2,2019-06-01,Plastic and Rubber,0.2885,8,Jun,Q1,2019,Jogulamba Gadwal
17_3,2019-06-01,Food Processing,0.75,12,Jun,Q1,2019,Siddipet
21_2,2019-06-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.77,24,Jun,Q1,2019,Warangal
21_3,2019-06-01,Agro based incl Cold Storages,0.31,9,Jun,Q1,2019,Jangoan
21_3,2019-06-01,Beverages,0.11,7,Jun,Q1,2019,Jangoan
23_1,2019-06-01,Granite and Stone Crushing,0.8,10,Jun,Q1,2019,Nalgonda
23_1,2019-06-01,Food Processing,1.367,23,Jun,Q1,2019,Nalgonda
23_1,2019-06-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.292,9,Jun,Q1,2019,Nalgonda
17_3,2019-06-01,Textiles,0.991,15,Jun,Q1,2019,Siddipet
14_2,2019-06-01,Food Processing,0.677,16,Jun,Q1,2019,Jogulamba Gadwal
18_2,2019-06-01,Engineering,0.25,4,Jun,Q1,2019,Kamareddy
17_2,2019-06-01,Paper and Printing,2.7,30,Jun,Q1,2019,Sangareddy
14_2,2019-06-01,Engineering,0.1385,8,Jun,Q1,2019,Jogulamba Gadwal
20_1,2019-06-01,Pharmaceuticals and Chemicals,0.2422,8,Jun,Q1,2019,Karimnagar
17_2,2019-06-01,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",1.5,20,Jun,Q1,2019,Sangareddy
17_2,2019-06-01,Engineering,11.768,683,Jun,Q1,2019,Sangareddy
17_2,2019-06-01,Electrical and Electronic Products,15.3098,150,Jun,Q1,2019,Sangareddy
17_2,2019-06-01,Food Processing,0.181,18,Jun,Q1,2019,Sangareddy
17_2,2019-06-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",11.5417,66,Jun,Q1,2019,Sangareddy
17_2,2019-06-01,Pharmaceuticals and Chemicals,1.09,122,Jun,Q1,2019,Sangareddy
17_2,2019-06-01,Beverages,0.94,100,Jun,Q1,2019,Sangareddy
15_1,2019-07-01,Beverages,5.91,47,Jul,Q2,2019,Rangareddy
20_1,2019-07-01,Paper and Printing,0.245,8,Jul,Q2,2019,Karimnagar
15_1,2019-07-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",213.904,147,Jul,Q2,2019,Rangareddy
15_1,2019-07-01,Engineering,3.5,50,Jul,Q2,2019,Rangareddy
17_1,2019-07-01,Pharmaceuticals and Chemicals,0.05,0,Jul,Q2,2019,Medak
17_1,2019-07-01,Others,12.5,100,Jul,Q2,2019,Medak
21_2,2019-07-01,Textiles,26.6,560,Jul,Q2,2019,Warangal
21_2,2019-07-01,Plastic and Rubber,1.9,20,Jul,Q2,2019,Warangal
20_1,2019-07-01,Agro based incl Cold Storages,2.3985,41,Jul,Q2,2019,Karimnagar
20_1,2019-07-01,Beverages,0.3,12,Jul,Q2,2019,Karimnagar
20_1,2019-07-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.24,6,Jul,Q2,2019,Karimnagar
20_2,2019-07-01,Agro based incl Cold Storages,0.27,7,Jul,Q2,2019,Jagtial
20_2,2019-07-01,Beverages,0.24,14,Jul,Q2,2019,Jagtial
21_2,2019-07-01,Food Processing,0.32,4,Jul,Q2,2019,Warangal
21_2,2019-07-01,Engineering,0.27,6,Jul,Q2,2019,Warangal
20_1,2019-07-01,Engineering,0.08,6,Jul,Q2,2019,Karimnagar
21_7,2019-07-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.05,4,Jul,Q2,2019,Jayashankar Bhupalpally
15_1,2019-07-01,Agro based incl Cold Storages,0.82,70,Jul,Q2,2019,Rangareddy
20_1,2019-07-01,Plastic and Rubber,0.2,10,Jul,Q2,2019,Karimnagar
20_1,2019-07-01,Pharmaceuticals and Chemicals,0.075,2,Jul,Q2,2019,Karimnagar
17_1,2019-07-01,Agro based incl Cold Storages,0.2482,4,Jul,Q2,2019,Medak
22_1,2019-07-01,Textiles,0.15,4,Jul,Q2,2019,Khammam
15_1,2019-07-01,Food Processing,0.24,20,Jul,Q2,2019,Rangareddy
15_1,2019-07-01,Granite and Stone Crushing,2.09,60,Jul,Q2,2019,Rangareddy
17_3,2019-07-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",3.516,39,Jul,Q2,2019,Siddipet
22_1,2019-07-01,Others,238.33,70,Jul,Q2,2019,Khammam
22_1,2019-07-01,Granite and Stone Crushing,4.2474,62,Jul,Q2,2019,Khammam
15_1,2019-07-01,Others,13.0,530,Jul,Q2,2019,Rangareddy
15_1,2019-07-01,Plastic and Rubber,29.1296,58,Jul,Q2,2019,Rangareddy
22_1,2019-07-01,Food Processing,1.045,6,Jul,Q2,2019,Khammam
22_1,2019-07-01,Beverages,1.206,8,Jul,Q2,2019,Khammam
17_3,2019-07-01,Food Processing,98.3458,712,Jul,Q2,2019,Siddipet
22_1,2019-07-01,Agro based incl Cold Storages,1.265,22,Jul,Q2,2019,Khammam
17_3,2019-07-01,Others,3.13,25,Jul,Q2,2019,Siddipet
17_3,2019-07-01,Agro based incl Cold Storages,0.9835,21,Jul,Q2,2019,Siddipet
15_1,2019-07-01,"Real Estate,Industrial Parks and IT Buildings",975.0,25500,Jul,Q2,2019,Rangareddy
21_6,2019-07-01,Food Processing,1.1,6,Jul,Q2,2019,Mulugu
20_1,2019-07-01,Wood and Leather,0.24,8,Jul,Q2,2019,Karimnagar
15_1,2019-07-01,Wood and Leather,0.95,40,Jul,Q2,2019,Rangareddy
19_4,2019-07-01,Food Processing,0.9795,20,Jul,Q2,2019,Kumurambheem Asifabad
21_2,2019-07-01,Agro based incl Cold Storages,0.3225,4,Jul,Q2,2019,Warangal
18_1,2019-07-01,Agro based incl Cold Storages,0.05,4,Jul,Q2,2019,Nizamabad
20_2,2019-07-01,Engineering,0.05,2,Jul,Q2,2019,Jagtial
17_2,2019-07-01,Plastic and Rubber,11.123,130,Jul,Q2,2019,Sangareddy
21_3,2019-07-01,Agro based incl Cold Storages,0.866,9,Jul,Q2,2019,Jangoan
21_3,2019-07-01,Food Processing,0.8084,10,Jul,Q2,2019,Jangoan
17_2,2019-07-01,Pharmaceuticals and Chemicals,9.1,200,Jul,Q2,2019,Sangareddy
17_2,2019-07-01,Granite and Stone Crushing,13.1999,70,Jul,Q2,2019,Sangareddy
21_3,2019-07-01,Textiles,0.03,4,Jul,Q2,2019,Jangoan
19_3,2019-07-01,Food Processing,0.475,15,Jul,Q2,2019,Mancherial
20_3,2019-07-01,Wood and Leather,0.085,12,Jul,Q2,2019,Rajanna Sircilla
17_2,2019-07-01,Electrical and Electronic Products,7.9868,200,Jul,Q2,2019,Sangareddy
17_2,2019-07-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.6,10,Jul,Q2,2019,Sangareddy
17_2,2019-07-01,Agro based incl Cold Storages,0.421,21,Jul,Q2,2019,Sangareddy
20_3,2019-07-01,Textiles,0.815,60,Jul,Q2,2019,Rajanna Sircilla
20_3,2019-07-01,Plastic and Rubber,0.25,12,Jul,Q2,2019,Rajanna Sircilla
20_3,2019-07-01,Pharmaceuticals and Chemicals,0.25,12,Jul,Q2,2019,Rajanna Sircilla
20_3,2019-07-01,Food Processing,2.9784,18,Jul,Q2,2019,Rajanna Sircilla
20_3,2019-07-01,Engineering,0.15,8,Jul,Q2,2019,Rajanna Sircilla
20_3,2019-07-01,Agro based incl Cold Storages,1.705,68,Jul,Q2,2019,Rajanna Sircilla
20_1,2019-07-01,Food Processing,0.4532,20,Jul,Q2,2019,Karimnagar
19_1,2019-07-01,Beverages,0.13,3,Jul,Q2,2019,Adilabad
17_2,2019-07-01,R&D,0.25,30,Jul,Q2,2019,Sangareddy
17_2,2019-07-01,Textiles,0.6307,14,Jul,Q2,2019,Sangareddy
18_2,2019-07-01,Wood and Leather,0.07,1,Jul,Q2,2019,Kamareddy
18_2,2019-07-01,Food Processing,7.0,30,Jul,Q2,2019,Kamareddy
18_1,2019-07-01,Beverages,0.1928,5,Jul,Q2,2019,Nizamabad
18_1,2019-07-01,Engineering,0.027,2,Jul,Q2,2019,Nizamabad
18_1,2019-07-01,Food Processing,0.515,14,Jul,Q2,2019,Nizamabad
18_1,2019-07-01,Plastic and Rubber,1.55,5,Jul,Q2,2019,Nizamabad
20_4,2019-07-01,Agro based incl Cold Storages,0.13,8,Jul,Q2,2019,Peddapalli
20_4,2019-07-01,Beverages,0.25,12,Jul,Q2,2019,Peddapalli
20_4,2019-07-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",5.9708,29,Jul,Q2,2019,Peddapalli
20_4,2019-07-01,Granite and Stone Crushing,1.39,10,Jul,Q2,2019,Peddapalli
14_1,2019-07-01,R&D,135.0,150,Jul,Q2,2019,Mahabubnagar
23_1,2019-07-01,Pharmaceuticals and Chemicals,0.95,50,Jul,Q2,2019,Nalgonda
14_1,2019-07-01,Plastic and Rubber,0.6819,10,Jul,Q2,2019,Mahabubnagar
23_3,2019-07-01,Engineering,0.2,5,Jul,Q2,2019,Yadadri Bhuvanagiri
23_3,2019-07-01,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",4.5,40,Jul,Q2,2019,Yadadri Bhuvanagiri
23_2,2019-07-01,Textiles,0.84,6,Jul,Q2,2019,Suryapet
23_2,2019-07-01,Food Processing,0.25,6,Jul,Q2,2019,Suryapet
23_2,2019-07-01,Engineering,0.4016,6,Jul,Q2,2019,Suryapet
23_2,2019-07-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.35,9,Jul,Q2,2019,Suryapet
23_3,2019-07-01,Granite and Stone Crushing,0.0,13,Jul,Q2,2019,Yadadri Bhuvanagiri
18_2,2019-07-01,Agro based incl Cold Storages,0.1,6,Jul,Q2,2019,Kamareddy
18_2,2019-07-01,Engineering,0.02,3,Jul,Q2,2019,Kamareddy
14_1,2019-07-01,Agro based incl Cold Storages,0.0,10,Jul,Q2,2019,Mahabubnagar
23_1,2019-07-01,Food Processing,0.83,35,Jul,Q2,2019,Nalgonda
17_2,2019-07-01,Engineering,3.5861,388,Jul,Q2,2019,Sangareddy
19_1,2019-07-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.73,10,Jul,Q2,2019,Adilabad
15_2,2019-07-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",4.7297,52,Jul,Q2,2019,Medchal_Malkajgiri
21_5,2019-07-01,Beverages,0.11,2,Jul,Q2,2019,Mahabubabad
21_5,2019-07-01,Food Processing,0.5384,20,Jul,Q2,2019,Mahabubabad
15_2,2019-07-01,Beverages,0.2,8,Jul,Q2,2019,Medchal_Malkajgiri
15_2,2019-07-01,Agro based incl Cold Storages,1.58,5,Jul,Q2,2019,Medchal_Malkajgiri
14_4,2019-07-01,Beverages,0.12,800,Jul,Q2,2019,Wanaparthy
15_2,2019-07-01,Electrical and Electronic Products,0.59,15,Jul,Q2,2019,Medchal_Malkajgiri
23_1,2019-07-01,Agro based incl Cold Storages,3.0252,30,Jul,Q2,2019,Nalgonda
22_2,2019-07-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.26,20,Jul,Q2,2019,Bhadradri Kothagudem
20_2,2019-07-01,Paper and Printing,0.25,12,Jul,Q2,2019,Jagtial
20_2,2019-07-01,Granite and Stone Crushing,0.22,6,Jul,Q2,2019,Jagtial
19_3,2019-07-01,Beverages,0.12,4,Jul,Q2,2019,Mancherial
20_2,2019-07-01,Food Processing,0.19,4,Jul,Q2,2019,Jagtial
19_3,2019-07-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,5,Jul,Q2,2019,Mancherial
22_2,2019-07-01,Food Processing,0.03,2,Jul,Q2,2019,Bhadradri Kothagudem
15_2,2019-07-01,Engineering,27.7314,324,Jul,Q2,2019,Medchal_Malkajgiri
20_1,2019-07-01,Granite and Stone Crushing,4.8554,87,Jul,Q2,2019,Karimnagar
15_2,2019-07-01,Paper and Printing,0.875,19,Jul,Q2,2019,Medchal_Malkajgiri
15_2,2019-07-01,Textiles,0.4625,10,Jul,Q2,2019,Medchal_Malkajgiri
14_3,2019-07-01,Food Processing,0.24,12,Jul,Q2,2019,Nagarkurnool
15_2,2019-07-01,R&D,96.0116,172,Jul,Q2,2019,Medchal_Malkajgiri
15_2,2019-07-01,Plastic and Rubber,117.3126,215,Jul,Q2,2019,Medchal_Malkajgiri
19_2,2019-07-01,Engineering,0.0,5,Jul,Q2,2019,Nirmal
19_2,2019-07-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.0,8,Jul,Q2,2019,Nirmal
15_2,2019-07-01,Food Processing,14.55,80,Jul,Q2,2019,Medchal_Malkajgiri
19_1,2019-07-01,Food Processing,0.036,0,Jul,Q2,2019,Adilabad
15_2,2019-07-01,Pharmaceuticals and Chemicals,196.556,476,Jul,Q2,2019,Medchal_Malkajgiri
15_2,2019-07-01,Solar and Other Renewable Energy,1.66,18,Jul,Q2,2019,Medchal_Malkajgiri
22_1,2019-08-01,Pharmaceuticals and Chemicals,0.15,2,Aug,Q2,2019,Khammam
21_2,2019-08-01,Engineering,0.0823,10,Aug,Q2,2019,Warangal
15_2,2019-08-01,Engineering,15.4245,761,Aug,Q2,2019,Medchal_Malkajgiri
21_2,2019-08-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,0,Aug,Q2,2019,Warangal
22_1,2019-08-01,Wood and Leather,0.09,4,Aug,Q2,2019,Khammam
15_2,2019-08-01,Electrical and Electronic Products,5.3462,35,Aug,Q2,2019,Medchal_Malkajgiri
21_2,2019-08-01,Granite and Stone Crushing,2.9655,19,Aug,Q2,2019,Warangal
21_2,2019-08-01,Textiles,1.9,40,Aug,Q2,2019,Warangal
21_2,2019-08-01,Food Processing,1.485,14,Aug,Q2,2019,Warangal
15_2,2019-08-01,Paper and Printing,12.79,70,Aug,Q2,2019,Medchal_Malkajgiri
15_2,2019-08-01,Granite and Stone Crushing,5.0,20,Aug,Q2,2019,Medchal_Malkajgiri
15_2,2019-08-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1,34,Aug,Q2,2019,Medchal_Malkajgiri
15_2,2019-08-01,Pharmaceuticals and Chemicals,15.05,105,Aug,Q2,2019,Medchal_Malkajgiri
15_2,2019-08-01,Plastic and Rubber,8.6432,47,Aug,Q2,2019,Medchal_Malkajgiri
15_2,2019-08-01,R&D,4.02,90,Aug,Q2,2019,Medchal_Malkajgiri
17_1,2019-08-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.95,12,Aug,Q2,2019,Medak
17_1,2019-08-01,Food Processing,4.9,50,Aug,Q2,2019,Medak
17_1,2019-08-01,Plastic and Rubber,11.5859,280,Aug,Q2,2019,Medak
15_2,2019-08-01,Wood and Leather,3.3836,143,Aug,Q2,2019,Medchal_Malkajgiri
20_2,2019-08-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.317,17,Aug,Q2,2019,Jagtial
20_2,2019-08-01,Engineering,0.02,2,Aug,Q2,2019,Jagtial
20_2,2019-08-01,Food Processing,8.5172,75,Aug,Q2,2019,Jagtial
20_2,2019-08-01,Granite and Stone Crushing,0.07,2,Aug,Q2,2019,Jagtial
15_2,2019-08-01,Food Processing,0.57,30,Aug,Q2,2019,Medchal_Malkajgiri
15_2,2019-08-01,Agro based incl Cold Storages,20.1125,15,Aug,Q2,2019,Medchal_Malkajgiri
20_3,2019-08-01,Pharmaceuticals and Chemicals,0.25,12,Aug,Q2,2019,Rajanna Sircilla
20_4,2019-08-01,Agro based incl Cold Storages,0.19,4,Aug,Q2,2019,Peddapalli
21_6,2019-08-01,Engineering,0.12,6,Aug,Q2,2019,Mulugu
16_1,2019-08-01,Engineering,0.25,44,Aug,Q2,2019,Hyderabad
21_6,2019-08-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.24,14,Aug,Q2,2019,Mulugu
21_5,2019-08-01,Agro based incl Cold Storages,0.07,5,Aug,Q2,2019,Mahabubabad
21_5,2019-08-01,Textiles,0.017,4,Aug,Q2,2019,Mahabubabad
21_5,2019-08-01,Wood and Leather,0.035,5,Aug,Q2,2019,Mahabubabad
15_3,2019-08-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.05,4,Aug,Q2,2019,Vikarabad
15_3,2019-08-01,Food Processing,0.0515,5,Aug,Q2,2019,Vikarabad
22_1,2019-08-01,Agro based incl Cold Storages,5.1464,62,Aug,Q2,2019,Khammam
22_1,2019-08-01,Food Processing,0.45,20,Aug,Q2,2019,Khammam
22_1,2019-08-01,Granite and Stone Crushing,3.5702,78,Aug,Q2,2019,Khammam
15_3,2019-08-01,Granite and Stone Crushing,0.17,5,Aug,Q2,2019,Vikarabad
15_3,2019-08-01,Solar and Other Renewable Energy,0.2683,10,Aug,Q2,2019,Vikarabad
21_3,2019-08-01,Paper and Printing,0.15,6,Aug,Q2,2019,Jangoan
21_3,2019-08-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,5,Aug,Q2,2019,Jangoan
21_3,2019-08-01,Agro based incl Cold Storages,0.88,28,Aug,Q2,2019,Jangoan
20_3,2019-08-01,Agro based incl Cold Storages,0.75,42,Aug,Q2,2019,Rajanna Sircilla
20_3,2019-08-01,Food Processing,0.1075,15,Aug,Q2,2019,Rajanna Sircilla
20_3,2019-08-01,Textiles,0.25,15,Aug,Q2,2019,Rajanna Sircilla
21_2,2019-08-01,Agro based incl Cold Storages,0.25,13,Aug,Q2,2019,Warangal
20_2,2019-08-01,Agro based incl Cold Storages,0.246,7,Aug,Q2,2019,Jagtial
20_2,2019-08-01,Beverages,0.22,7,Aug,Q2,2019,Jagtial
20_3,2019-08-01,Granite and Stone Crushing,0.24,12,Aug,Q2,2019,Rajanna Sircilla
21_2,2019-08-01,Beverages,0.02,2,Aug,Q2,2019,Warangal
21_3,2019-08-01,Beverages,0.04,2,Aug,Q2,2019,Jangoan
20_1,2019-08-01,Granite and Stone Crushing,5.9,47,Aug,Q2,2019,Karimnagar
23_1,2019-08-01,Plastic and Rubber,1.9104,12,Aug,Q2,2019,Nalgonda
23_3,2019-08-01,Solar and Other Renewable Energy,15.0,50,Aug,Q2,2019,Yadadri Bhuvanagiri
15_1,2019-08-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,10,Aug,Q2,2019,Rangareddy
15_1,2019-08-01,Agro based incl Cold Storages,0.7125,20,Aug,Q2,2019,Rangareddy
14_1,2019-08-01,Granite and Stone Crushing,0.01,15,Aug,Q2,2019,Mahabubnagar
23_3,2019-08-01,Pharmaceuticals and Chemicals,0.1925,5,Aug,Q2,2019,Yadadri Bhuvanagiri
23_3,2019-08-01,Food Processing,0.15,12,Aug,Q2,2019,Yadadri Bhuvanagiri
23_3,2019-08-01,Agro based incl Cold Storages,3.45,25,Aug,Q2,2019,Yadadri Bhuvanagiri
19_1,2019-08-01,Pharmaceuticals and Chemicals,0.06,5,Aug,Q2,2019,Adilabad
19_1,2019-08-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.37,10,Aug,Q2,2019,Adilabad
14_3,2019-08-01,Food Processing,0.8675,18,Aug,Q2,2019,Nagarkurnool
22_2,2019-08-01,Granite and Stone Crushing,2.3,0,Aug,Q2,2019,Bhadradri Kothagudem
23_2,2019-08-01,Food Processing,0.255,3,Aug,Q2,2019,Suryapet
23_2,2019-08-01,Granite and Stone Crushing,0.25,20,Aug,Q2,2019,Suryapet
23_2,2019-08-01,Pharmaceuticals and Chemicals,0.15,50,Aug,Q2,2019,Suryapet
23_2,2019-08-01,Thermal Power Plant,87.0,9,Aug,Q2,2019,Suryapet
18_2,2019-08-01,Paper and Printing,0.1,10,Aug,Q2,2019,Kamareddy
17_2,2019-08-01,Textiles,0.6307,14,Aug,Q2,2019,Sangareddy
17_2,2019-08-01,Plastic and Rubber,0.9509,75,Aug,Q2,2019,Sangareddy
17_2,2019-08-01,Pharmaceuticals and Chemicals,42.8596,447,Aug,Q2,2019,Sangareddy
17_2,2019-08-01,Others,119.261,312,Aug,Q2,2019,Sangareddy
17_2,2019-08-01,Granite and Stone Crushing,5.5,10,Aug,Q2,2019,Sangareddy
17_2,2019-08-01,Food Processing,0.0,50,Aug,Q2,2019,Sangareddy
17_2,2019-08-01,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.25,20,Aug,Q2,2019,Sangareddy
17_2,2019-08-01,Engineering,1.45,90,Aug,Q2,2019,Sangareddy
17_2,2019-08-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.45,10,Aug,Q2,2019,Sangareddy
19_3,2019-08-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.48,30,Aug,Q2,2019,Mancherial
19_3,2019-08-01,Engineering,0.09,5,Aug,Q2,2019,Mancherial
15_1,2019-08-01,Engineering,7.3156,308,Aug,Q2,2019,Rangareddy
15_1,2019-08-01,Food Processing,0.24,10,Aug,Q2,2019,Rangareddy
19_1,2019-08-01,Textiles,2.2,20,Aug,Q2,2019,Adilabad
23_1,2019-08-01,Engineering,2.4964,9,Aug,Q2,2019,Nalgonda
17_3,2019-08-01,Pharmaceuticals and Chemicals,69.1998,132,Aug,Q2,2019,Siddipet
17_3,2019-08-01,Food Processing,1.21,9,Aug,Q2,2019,Siddipet
18_1,2019-08-01,Beverages,0.02,2,Aug,Q2,2019,Nizamabad
20_1,2019-08-01,Textiles,0.1,6,Aug,Q2,2019,Karimnagar
20_1,2019-08-01,Paper and Printing,0.25,15,Aug,Q2,2019,Karimnagar
18_1,2019-08-01,Engineering,0.29,14,Aug,Q2,2019,Nizamabad
20_1,2019-08-01,Food Processing,1.2787,12,Aug,Q2,2019,Karimnagar
23_1,2019-08-01,Agro based incl Cold Storages,1.125,16,Aug,Q2,2019,Nalgonda
20_1,2019-08-01,Agro based incl Cold Storages,1.2335,39,Aug,Q2,2019,Karimnagar
19_2,2019-08-01,Engineering,0.0,7,Aug,Q2,2019,Nirmal
18_1,2019-08-01,Food Processing,4.3438,14,Aug,Q2,2019,Nizamabad
18_1,2019-08-01,Granite and Stone Crushing,0.18,4,Aug,Q2,2019,Nizamabad
20_1,2019-08-01,Engineering,0.13,3,Aug,Q2,2019,Karimnagar
15_1,2019-08-01,"Real Estate,Industrial Parks and IT Buildings",490.6,15000,Aug,Q2,2019,Rangareddy
15_1,2019-08-01,Others,0.25,20,Aug,Q2,2019,Rangareddy
15_1,2019-08-01,Pharmaceuticals and Chemicals,150.0,100,Aug,Q2,2019,Rangareddy
15_1,2019-08-01,Plastic and Rubber,2.8819,24,Aug,Q2,2019,Rangareddy
15_1,2019-08-01,Wood and Leather,0.25,10,Aug,Q2,2019,Rangareddy
18_1,2019-08-01,Wood and Leather,0.24,5,Aug,Q2,2019,Nizamabad
19_2,2019-08-01,Food Processing,0.0,3,Aug,Q2,2019,Nirmal
15_1,2019-09-01,Textiles,644.75,390,Sep,Q2,2019,Rangareddy
15_1,2019-09-01,Wood and Leather,0.94,72,Sep,Q2,2019,Rangareddy
20_4,2019-09-01,Engineering,0.5,8,Sep,Q2,2019,Peddapalli
18_1,2019-09-01,Agro based incl Cold Storages,0.39,2,Sep,Q2,2019,Nizamabad
15_1,2019-09-01,Pharmaceuticals and Chemicals,0.9,60,Sep,Q2,2019,Rangareddy
15_1,2019-09-01,Paper and Printing,3.0,50,Sep,Q2,2019,Rangareddy
17_2,2019-09-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",2.8505,13,Sep,Q2,2019,Sangareddy
22_2,2019-09-01,Paper and Printing,4.5719,45,Sep,Q2,2019,Bhadradri Kothagudem
15_1,2019-09-01,"Real Estate,Industrial Parks and IT Buildings",210.296,16155,Sep,Q2,2019,Rangareddy
18_2,2019-09-01,Food Processing,1.9814,34,Sep,Q2,2019,Kamareddy
19_1,2019-09-01,Beverages,0.195,3,Sep,Q2,2019,Adilabad
21_3,2019-09-01,Beverages,1.83,15,Sep,Q2,2019,Jangoan
19_2,2019-09-01,Agro based incl Cold Storages,0.08,3,Sep,Q2,2019,Nirmal
19_2,2019-09-01,Beverages,0.0,3,Sep,Q2,2019,Nirmal
19_2,2019-09-01,Food Processing,0.0,2,Sep,Q2,2019,Nirmal
21_3,2019-09-01,Food Processing,0.07,4,Sep,Q2,2019,Jangoan
21_3,2019-09-01,Textiles,0.37,50,Sep,Q2,2019,Jangoan
17_2,2019-09-01,Engineering,2.192,0,Sep,Q2,2019,Sangareddy
17_2,2019-09-01,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",2.0,50,Sep,Q2,2019,Sangareddy
14_1,2019-09-01,Wood and Leather,0.31,60,Sep,Q2,2019,Mahabubnagar
14_1,2019-09-01,R&D,190.0581,1650,Sep,Q2,2019,Mahabubnagar
14_1,2019-09-01,Pharmaceuticals and Chemicals,770.97,0,Sep,Q2,2019,Mahabubnagar
14_1,2019-09-01,Paper and Printing,0.8,2,Sep,Q2,2019,Mahabubnagar
14_1,2019-09-01,Granite and Stone Crushing,1.0,30,Sep,Q2,2019,Mahabubnagar
21_3,2019-09-01,Agro based incl Cold Storages,0.3,11,Sep,Q2,2019,Jangoan
15_1,2019-09-01,Granite and Stone Crushing,1.0,15,Sep,Q2,2019,Rangareddy
15_1,2019-09-01,Engineering,7.5034,57,Sep,Q2,2019,Rangareddy
14_3,2019-09-01,Others,0.24,20,Sep,Q2,2019,Nagarkurnool
18_2,2019-09-01,Agro based incl Cold Storages,0.27,6,Sep,Q2,2019,Kamareddy
20_2,2019-09-01,Engineering,0.061,4,Sep,Q2,2019,Jagtial
20_2,2019-09-01,Beverages,0.2408,10,Sep,Q2,2019,Jagtial
20_2,2019-09-01,Agro based incl Cold Storages,1.0,25,Sep,Q2,2019,Jagtial
22_2,2019-09-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.47,33,Sep,Q2,2019,Bhadradri Kothagudem
20_4,2019-09-01,Food Processing,0.9,117,Sep,Q2,2019,Peddapalli
20_4,2019-09-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.15,4,Sep,Q2,2019,Peddapalli
15_2,2019-09-01,Electrical and Electronic Products,4.6,0,Sep,Q2,2019,Medchal_Malkajgiri
15_2,2019-09-01,Engineering,28.6906,325,Sep,Q2,2019,Medchal_Malkajgiri
15_2,2019-09-01,Food Processing,44.6761,99,Sep,Q2,2019,Medchal_Malkajgiri
15_2,2019-09-01,Granite and Stone Crushing,6.8,5,Sep,Q2,2019,Medchal_Malkajgiri
15_2,2019-09-01,Paper and Printing,1.0888,28,Sep,Q2,2019,Medchal_Malkajgiri
15_1,2019-09-01,Food Processing,0.48,100,Sep,Q2,2019,Rangareddy
15_2,2019-09-01,Pharmaceuticals and Chemicals,31.5244,840,Sep,Q2,2019,Medchal_Malkajgiri
15_2,2019-09-01,R&D,7.1,60,Sep,Q2,2019,Medchal_Malkajgiri
